lon,lat
-1.487423,54.983676
-1.490183,54.979176
-1.485144,54.976144
-1.485144,54.976144
-1.397936,54.976122
-1.400936,54.973953
-1.404097,54.977841
-1.40625,54.973808
-1.409258,54.972151
-1.398594,54.978066
-1.518994,54.975276
-1.505353,54.980569
-1.505353,54.980569
-1.504285,54.978444
-1.505353,54.980569
-1.510407,54.977399
-1.501989,54.975891
-1.505744,54.974163
-1.494514,54.97524
-1.492996,54.972969
-1.51706,54.975035
-1.523728,54.97126
-1.5238,54.97712
-1.519703,54.973482
-1.522778,54.971032
-1.521099,54.96903
-1.519771,54.970355
-1.521099,54.96903
-1.522778,54.971032
-1.434679,54.972991
-1.439106,54.975896
-1.434679,54.972991
-1.434113,54.974291
-1.436707,54.976487
-1.438417,54.97485
-1.436083,54.977589
-1.426453,54.972467
-1.426453,54.972467
-1.438913,54.968409
-1.469558,54.970955
-1.470022,54.970095
-1.469558,54.970955
-1.452167,54.968973
-1.452167,54.968973
-1.450025,54.969161
-1.452443,54.969397
-1.451646,54.96827
-1.445206,54.982196
-1.443343,54.977937
-1.455813,54.96969
-1.455813,54.96969
-1.397884,54.968079
-1.399534,54.972643
-1.407881,54.970168
-1.411783,54.969369
-1.465641,54.967155
-1.465753,54.96578
-1.459374,54.963901
-1.46027,54.96696
-1.456581,54.96831
-1.45505,54.967207
-1.517078,54.963101
-1.524374,54.96029
-1.524374,54.96029
-1.517078,54.963101
-1.517078,54.963101
-1.516987,54.962903
-1.515301,54.962798
-1.504724,54.963106
-1.513656,54.960635
-1.495557,54.968037
-1.497775,54.962987
-1.497203,54.961278
-1.497203,54.961278
-1.44278,54.970081
-1.442987,54.972005
-1.444595,54.968705
-1.443723,54.960604
-1.450383,54.958945
-1.443723,54.960604
-1.443723,54.960604
-1.449232,54.960872
-1.441118,54.961518
-1.439067,54.961841
-1.440789,54.964931
-1.43794,54.960928
-1.481047,54.961893
-1.482138,54.958456
-1.491019,54.958763
-1.479822,54.961213
-1.481907,54.971557
-1.394159,54.973784
-1.383537,54.978817
-1.383537,54.978817
-1.364226,54.958984
-1.428472,54.96234
-1.433537,54.960863
-1.419039,54.96013
-1.480204,54.954574
-1.515841,54.945169
-1.489239,54.955044
-1.486647,54.951366
-1.457114,54.948515
-1.453843,54.949076
-1.451856,54.949372
-1.467014,54.948344
-1.467014,54.948344
-1.46657,54.952394
-1.463009,54.948946
-1.462486,54.948395
-1.467547,54.951761
-1.461006,54.94811
-1.401763,54.950898
-1.439387,54.94671
-1.387943,54.935624
-1.384497,54.934402
-1.379205,54.930431
-1.370349,54.94187
-1.376834,54.934408
-1.373801,54.926646
-1.45031,54.928787
-1.448967,54.931144
-1.455275,54.929771
-1.452757,54.92904
-1.43469,54.932094
-1.440092,54.930843
-1.438577,54.925327
-1.456891,54.931404
-1.439685,54.925269
-1.438112,54.927329
-1.438112,54.927329
-1.402702,54.925444
-1.401799,54.928522
-1.400776,54.925911
-1.398951,54.925884
-1.412879,54.923085
-1.424108,54.925619
-1.421179,54.925336
-1.41515,54.928955
-1.427618,54.927855
-1.42141,54.926586
-1.437905,54.924237
-1.428309,54.92315
-1.392125,54.921186
-1.390312,54.91831
-1.395222,54.919602
-1.393232,54.919124
-1.388264,54.914454
-1.386923,54.924664
-1.387135,54.925115
-1.408385,54.9199
-1.403379,54.924
-1.394022,54.920566
-1.399684,54.921736
-1.405548,54.918709
-1.405548,54.918709
-1.405548,54.918709
-1.394937,54.924085
-1.405141,54.919857
-1.377064,54.925585
-1.377902,54.917789
-1.378931,54.922881
-1.378931,54.922881
-1.367681,54.921906
-1.380186,54.911258
-1.374616,54.916397
-1.3758,54.915478
-1.383595,54.913747
-1.503557,54.905669
-1.509762,54.917439
-1.549908,54.91967
-1.435485,54.918825
-1.431829,54.918098
-1.449434,54.916408
-1.440679,54.915515
-1.426348,54.918458
-1.440679,54.915515
-1.43966,54.915834
-1.426348,54.918458
-1.447163,54.923893
-1.447163,54.923893
-1.457163,54.911204
-1.457163,54.911204
-1.459216,54.921008
-1.454838,54.92284
-1.458558,54.920053
-1.456151,54.920357
-1.458456,54.917141
-1.456919,54.924728
-1.453176,54.923453
-1.454129,54.92449
-1.521865,54.912437
-1.514702,54.90876
-1.520888,54.909342
-1.507448,54.915264
-1.516807,54.912732
-1.516807,54.912732
-1.516807,54.912732
-1.5055,54.912632
-1.529756,54.915281
-1.534749,54.915147
-1.55299,54.904809
-1.556586,54.918194
-1.552003,54.908059
-1.542067,54.904014
-1.536118,54.907343
-1.541834,54.902521
-1.544528,54.90423
-1.536329,54.909312
-1.410395,54.907293
-1.4061,54.903471
-1.405949,54.90631
-1.402017,54.906434
-1.403812,54.905266
-1.40302,54.907158
-1.399875,54.90468
-1.399875,54.90468
-1.399875,54.90468
-1.399875,54.90468
-1.399875,54.90468
-1.399675,54.903457
-1.397487,54.902718
-1.395329,54.903103
-1.419428,54.90713
-1.424068,54.905489
-1.428318,54.908241
-1.419622,54.913134
-1.429357,54.903124
-1.434218,54.905645
-1.392561,54.909856
-1.382451,54.906974
-1.37808,54.905209
-1.377906,54.90838
-1.374917,54.906028
-1.371755,54.908744
-1.382751,54.907713
-1.384684,54.905782
-1.380861,54.904881
-1.382451,54.906974
-1.396187,54.904114
-1.39777,54.907779
-1.39777,54.907779
-1.396244,54.906549
-1.381338,54.902224
-1.39345,54.90153
-1.391772,54.903202
-1.386217,54.900361
-1.388582,54.903788
-1.376962,54.900854
-1.376962,54.900854
-1.439796,54.897071
-1.433155,54.90138
-1.435332,54.901831
-1.438792,54.899753
-1.450801,54.905325
-1.448227,54.905386
-1.452539,54.905953
-1.44854,54.904147
-1.455532,54.903774
-1.45044,54.906663
-1.414658,54.906945
-1.414658,54.906945
-1.414658,54.906945
-1.414915,54.906434
-1.414678,54.905588
-1.414678,54.905588
-1.424052,54.89458
-1.374437,54.907796
-1.37091,54.907949
-1.371886,54.899318
-1.378711,54.897645
-1.368236,54.898436
-1.367169,54.901827
-1.368458,54.899156
-1.372335,54.900569
-1.371389,54.897185
-1.373511,54.89512
-1.374449,54.895988
-1.37293,54.895387
-1.369426,54.892143
-1.369221,54.895269
-1.371123,54.903268
-1.377551,54.903103
-1.503521,54.90105
-1.503521,54.90105
-1.510046,54.895289
-1.51199,54.893158
-1.410974,54.895425
-1.411432,54.896092
-1.399645,54.902325
-1.399645,54.902325
-1.397295,54.902025
-1.398908,54.899454
-1.398162,54.898255
-1.397092,54.89887
-1.397092,54.89887
-1.401694,54.89768
-1.518641,54.893733
-1.518599,54.903717
-1.527521,54.902305
-1.532724,54.900096
-1.532724,54.900096
-1.532724,54.900096
-1.526479,54.898032
-1.518628,54.89482
-1.54149,54.899842
-1.539102,54.901442
-1.539165,54.899959
-1.538043,54.895875
-1.534894,54.891756
-1.539102,54.901442
-1.542817,54.896998
-1.539291,54.891674
-1.539291,54.891674
-1.539291,54.891674
-1.445077,54.889492
-1.442903,54.897894
-1.444211,54.898025
-1.443245,54.895684
-1.43965,54.889629
-1.441205,54.890993
-1.44622,54.885714
-1.44622,54.885714
-1.374008,54.891241
-1.397744,54.890732
-1.397975,54.895118
-1.439642,54.880094
-1.439289,54.878583
-1.427488,54.890839
-1.416672,54.89059
-1.422618,54.886898
-1.420057,54.885071
-1.41564,54.887557
-1.428424,54.884176
-1.370826,54.888313
-1.366787,54.886387
-1.35931,54.878197
-1.365648,54.890425
-1.371093,54.885205
-1.367755,54.885286
-1.367755,54.885286
-1.373404,54.882898
-1.378225,54.882608
-1.544321,54.881143
-1.547051,54.880938
-1.546319,54.882247
-1.547051,54.880938
-1.423605,54.881098
-1.419189,54.877141
-1.434249,54.875612
-1.413089,54.876491
-1.402828,54.880081
-1.413089,54.876491
-1.407214,54.879653
-1.413443,54.875711
-1.407214,54.879653
-1.401131,54.875714
-1.402065,54.873724
-1.406523,54.871463
-1.364408,54.874126
-1.374417,54.867797
-1.366221,54.870819
-1.368061,54.864781
-1.368061,54.864781
-1.368061,54.864781
-1.368061,54.864781
-1.373343,54.869796
-1.438052,54.873356
-1.410155,54.874599
-1.492335,54.867952
-1.490272,54.86717
-1.50335,54.862911
-1.499056,54.877541
-1.495746,54.871803
-1.494379,54.871465
-1.494379,54.871465
-1.388026,54.86943
-1.477278,54.859935
-1.487632,54.86653
-1.468432,54.869233
-1.499701,54.845543
-1.476984,54.850102
-1.476697,54.851817
-1.476697,54.851817
-1.503366,54.8451
-1.503366,54.8451
-1.503366,54.8451
-1.497293,54.84263
-1.462967,54.841917
-1.457831,54.840546
-1.459336,54.836285
-1.466135,54.835506
-1.465047,54.837694
-1.470174,54.84451
-1.477567,54.842349
-1.472635,54.844404
-1.477567,54.842349
-1.470174,54.84451
-1.467345,54.842934
-1.447244,54.82453
-1.447244,54.82453
-1.450899,54.823558
-1.447244,54.82453
-1.453537,54.821853
-1.448246,54.82182
-1.451552,54.821332
-1.447281,54.824116
-1.447438,54.820594
-1.448919,54.821527
-1.450812,54.82194
-1.453537,54.821853
-1.448919,54.821527
-1.479117,54.822352
-1.482729,54.81986
-1.46179,54.813362
-1.463725,54.812912
-1.460268,54.814308
-1.460268,54.814308
-1.440406,54.810228
-1.434808,54.807748
-1.434808,54.807748
-1.437071,54.805045
-1.433164,54.804074
